scope,key,n_events,duration_s,gpu_j,cpu_j,dram_j
question,WebQTest-1168_8d0b479d648d518072ba26f45d31a385,67,35.430,11551.59,0.00,0.00
question,WebQTest-1168_90746cdb6907ee563690492ccc6d7234,881,69.790,21634.68,0.00,0.00
question,WebQTest-1168_f6cf5b0414c7636d8fecd35de820ce08,109,57.358,18699.09,0.00,0.00
question,WebQTest-1171_05a60a5e9a6d52b6f23993c4868c111f,60,28.666,9133.84,0.00,0.00
question,WebQTest-1171_08b211abb4b7be318974b86ebdf429c6,42,18.939,6080.32,0.00,0.00
question,WebQTest-1171_33c96d5baf27c97a69be11053e224a8f,17,8.250,2612.35,0.00,0.00
question,WebQTest-1171_36be0686f0f845782d8e8d0c09704e45,34,11.126,3606.79,0.00,0.00
question,WebQTest-1171_698c190da80f4609edc89ea60e2181d2,300,22.310,6434.46,0.00,0.00
question,WebQTest-1171_6bdeb539174509f051a303e0ee59c246,381,15.373,5273.17,0.00,0.00
question,WebQTest-1171_9d97dbacae72da3d13bebc0a3f095297,59,28.614,9072.53,0.00,0.00
question,WebQTest-1171_a8ed8aa8e8eaf11e4b00b81b2ac2ac23,31,12.922,4666.53,0.00,0.00
question,WebQTest-1178_08a3071aec88af141fc20ed22cfff0e2,14,6.372,2291.69,0.00,0.00
question,WebQTest-1178_09e61020934818b85641a22821e7a455,11,5.280,1664.96,0.00,0.00
question,WebQTest-1178_4b7058a69c5eb71df36a89837b1e4f60,4,2.024,739.62,0.00,0.00
question,WebQTest-1178_9ddd77154bbd5aa55ea6b7d543dceaac,41,23.185,6599.01,0.00,0.00
question,WebQTest-1178_b09c00219764b4f102d325a00e808259,11,4.618,1674.10,0.00,0.00
question,WebQTest-1178_bef1a23164be79d6626c67a50fd6f3f5,10,5.332,1755.33,0.00,0.00
question,WebQTest-1178_e1d81a60b5954aea1f4417696d8cf733,6,2.957,929.29,0.00,0.00
question,WebQTest-1200_374aac68297f3bd9113db011a9d8fe63,5,2.357,740.80,0.00,0.00
question,WebQTest-1200_fc02976fc922fe099524d60306f45766,10,5.950,1929.91,0.00,0.00
question,WebQTest-1200_ff2d4334c998533d71c0b0c8e6989103,5,2.523,783.09,0.00,0.00
question,WebQTest-1216_70d51724a4507fc0f35060eb2a65ce68,21,7.096,2524.81,0.00,0.00
question,WebQTest-1216_761d625d144016a4f8b1857f93328727,55,17.505,6301.69,0.00,0.00
question,WebQTest-1216_7b3bbe0291752d176e791ab0a47111f5,17,6.734,2364.78,0.00,0.00
question,WebQTest-1216_a3377a8eb739f84daa945ee91b90f10b,12,7.827,1475.95,0.00,0.00
question,WebQTest-1216_ccea58cf2c1e0cddd28bd1ed6cb710fe,60,24.211,7970.51,0.00,0.00
question,WebQTest-121_333b95bd45af3e6e31e328bc8c24d84f,43,14.498,4364.81,0.00,0.00
question,WebQTest-1234_279eccdaed54f8d3746c5897f5d30c51,12,4.657,1653.67,0.00,0.00
question,WebQTest-1234_30d15cd8eab212bd2dc808a29bc6dc27,94,26.373,8364.71,0.00,0.00
question,WebQTest-1234_5d4f19710445c6dcee021e0282b06e1d,11,5.624,2012.52,0.00,0.00
question,WebQTest-1234_840083e6d7f8b9c24c7893c2fa6c203a,11,5.229,1681.54,0.00,0.00
question,WebQTest-1251_060135e66e84cbaa29a73145435c5457,29,16.240,5978.49,0.00,0.00
question,WebQTest-1251_06b52905bde59492048929d1073ea985,6,3.529,1272.70,0.00,0.00
question,WebQTest-1251_0907650c2f3bdb7dac0659c134a7547d,6,3.696,1319.03,0.00,0.00
question,WebQTest-1251_128642d73ca29b533dcf6eb1ae0bfa36,11,6.408,2309.95,0.00,0.00
question,WebQTest-1251_376c8faeba1d098426ae34c3ab07f824,6,6.983,1234.92,0.00,0.00
question,WebQTest-1251_511bd525679543572c53fa9c5befd3c4,18,9.280,3487.97,0.00,0.00
question,WebQTest-1251_5cb49417d744150fabe3bf8a60f0625e,60,35.595,11883.55,0.00,0.00
question,WebQTest-1251_70eea8afa2d8d70c694402c9f77b40d1,95,30.391,9667.08,0.00,0.00
question,WebQTest-1251_75d0c1249a67e28c09e4c54530982ff6,60,37.931,12963.51,0.00,0.00
question,WebQTest-1251_88e00458cad669a0d01644cdd6029157,50,28.326,9538.96,0.00,0.00
question,WebQTest-1251_9b403279ce33759325317d9de5030d6b,16,8.533,3216.42,0.00,0.00
question,WebQTest-1251_9d422f19ab24972365b32f78f455c1c6,51,30.257,9716.04,0.00,0.00
question,WebQTest-1251_a553eb5e07386462e43819468c549c5d,21,11.054,4060.10,0.00,0.00
question,WebQTest-1251_c3e8ad52fe91586a25628b12feb00f7d,6,4.359,1391.69,0.00,0.00
question,WebQTest-1251_cb535b26088aa7a8cf49a7aba65ef3d3,34,17.441,5791.15,0.00,0.00
question,WebQTest-1251_cbf2f20f6caf754bc49d672ca7b150b7,33,14.250,4860.35,0.00,0.00
question,WebQTest-1251_cf6cc4cc9ed790243a390f155ae72256,72,33.144,10681.41,0.00,0.00
question,WebQTest-1251_d08336daa754523cf13934359b794632,11,5.689,2103.31,0.00,0.00
question,WebQTest-1251_d758ce1307c52d650955c697a07792f0,22,13.048,3969.67,0.00,0.00
question,WebQTest-1251_dd9813281934463d55e5452175212740,254,26.254,8139.27,0.00,0.00
question,WebQTest-1251_dfb6c97ac9bf2f0ac07f27dd80f9edc2,5,3.411,1101.31,0.00,0.00
question,WebQTest-1251_e0133b074487245b89f042f1b8e39568,19,10.479,3389.10,0.00,0.00
question,WebQTest-1251_f6e8b7149f2e422640a49beb753be4ef,69,37.812,12374.87,0.00,0.00
question,WebQTest-1260_018dc0c070e53555fa37f63d4b83ca87,18,8.303,2917.07,0.00,0.00
question,WebQTest-1260_5dd0eeca79ae03b7711252c032849eb2,23,10.015,3471.88,0.00,0.00
question,WebQTest-1260_6b1c0c0fb24a34937f450fdc16a3387b,11,10.283,2368.91,0.00,0.00
question,WebQTest-1260_8c90d5499a627a3478313407b1404ecf,53,27.304,8774.97,0.00,0.00
question,WebQTest-1260_8d86dc5e03446f0e50fd69bc06ae0658,6,3.252,1142.67,0.00,0.00
question,WebQTest-1260_a65373d6ffaa966c347087864c895897,37,13.556,4393.68,0.00,0.00
question,WebQTest-1260_c4e06c3a9e4b4f10bd1ae97f1742c198,19,7.855,2769.57,0.00,0.00
question,WebQTest-1260_d95da5fb8a16d81fe56cd4ce00843254,11,5.418,1883.69,0.00,0.00
question,WebQTest-1282_29d667144c10743ecdb31fccce932cdd,19,11.224,4237.37,0.00,0.00
question,WebQTest-1289_0418d3a7dafa31d4a8c99233f8b93fc2,64,29.994,8525.33,0.00,0.00
question,WebQTest-1289_104f814ab1b9df67d3e07b2912c529ae,7,7.758,976.28,0.00,0.00
question,WebQTest-1289_27f6987805010183edbeba6b91a3cafd,184,12.046,873.33,0.00,0.00
question,WebQTest-1289_8a238190e594aae1c355581cda553fc3,324,20.852,6666.39,0.00,0.00
question,WebQTest-1289_eea3b29de80d4fe1cf49b0bf676e4b42,62,31.243,10452.95,0.00,0.00
question,WebQTest-12_0267745d7968252ff8fbf5246c9287e9,25,13.745,4950.47,0.00,0.00
question,WebQTest-12_3c5c69e3800f38649fbe7828895879e8,17,10.805,3578.78,0.00,0.00
question,WebQTest-12_4877288a6328203e76db788c200ae16e,19,11.018,3557.24,0.00,0.00
question,WebQTest-12_5373d9d04da65179a41e5d4669db121e,10,5.273,1965.95,0.00,0.00
question,WebQTest-12_64c67292548a2872e94c2d2162850e82,134,33.253,10508.36,0.00,0.00
question,WebQTest-12_68d745a0657c86906382873e57294d6a,336,6.339,1989.96,0.00,0.00
question,WebQTest-12_76ccde3aa94e7dca4f11f484f1369baf,10,4.652,1767.50,0.00,0.00
question,WebQTest-12_7b54b31f3e5a6273f4fd2a20e565ec6d,16,7.755,2829.55,0.00,0.00
question,WebQTest-12_96449ea99c483410641ffbbe84e44f1c,10,6.016,1972.86,0.00,0.00
question,WebQTest-12_974c964a1a2810facfeb4b1a996e878a,73,36.277,11649.69,0.00,0.00
question,WebQTest-12_a91de216aa67ef8beef840ad8ad1d1be,109,20.765,6193.24,0.00,0.00
question,WebQTest-12_bd869b480bcbb83514b224fba0736b4a,39,12.822,4077.55,0.00,0.00
question,WebQTest-12_c34cd4ed0ba2a29e97141049e26b47a2,321,29.847,9257.93,0.00,0.00
question,WebQTest-12_c701ad2b5b8ef3f3ed26dd2ed8703d05,1145,32.562,9364.02,0.00,0.00
question,WebQTest-12_d1169a56d27042e1c0d2de5ef90cde43,16,11.436,2928.95,0.00,0.00
question,WebQTest-12_e5e8ef01173e0c22da7839a4038a146c,11,5.076,1875.66,0.00,0.00
question,WebQTest-1301_020f93c678f201a55199a0c40d829467,5,2.891,977.96,0.00,0.00
question,WebQTest-1301_0b65780e61d7cbd40456cde787327ceb,11,5.501,2026.62,0.00,0.00
question,WebQTest-1301_2041223735beb04c13089b0f2150fbf5,58,24.493,7510.91,0.00,0.00
question,WebQTest-1301_24c13551b792ceb6ce65520d29b87c61,7,3.932,1438.21,0.00,0.00
question,WebQTest-1301_5714a7a5f1feec1348045800b0c0c28c,8,3.979,1290.21,0.00,0.00
question,WebQTest-1301_a60bea07c81573c12c93e515b219c8b0,22,11.169,3612.51,0.00,0.00
question,WebQTest-1301_a70c7fd7ecc2aef83d0149355d69ddd1,53,25.323,8395.99,0.00,0.00
question,WebQTest-1301_fd1f7b01422ed781a7688691219784f8,43,21.613,6891.99,0.00,0.00
question,WebQTest-1306_1514f1e9c4973110faa2ad25559c0435,10,6.165,1968.74,0.00,0.00
question,WebQTest-1306_213cbfafc2612b42c5f8efe85c3532c5,29,15.169,4152.63,0.00,0.00
question,WebQTest-1306_47315d2d91da33c8fb1812320919e970,29,18.045,5769.86,0.00,0.00
question,WebQTest-1306_71c93aa9a352e8738c065f3887d01c12,11,6.694,2187.86,0.00,0.00
question,WebQTest-1306_c02d5217df72436cdfe8bb9a4f9264e4,11,9.636,2248.79,0.00,0.00
question,WebQTest-1307_727248e493325c05836e5bb159c752d5,22,10.481,2492.07,0.00,0.00
question,WebQTest-1316_0b5041659b357b7246a23ac30d7f6b29,14,5.986,2119.13,0.00,0.00
question,WebQTest-1316_15cace8f716a3aed245757a5874e1bb0,24,13.774,4485.91,0.00,0.00
question,WebQTest-1316_530c9b007d2e31175fa177ade7ae14ab,18,6.594,2338.22,0.00,0.00
question,WebQTest-1316_5f339cc3a7979a71dd90298c8532b71b,742,34.242,10500.75,0.00,0.00
question,WebQTest-1316_75053cb108f036148b2e5631983f76a3,17,7.744,2265.25,0.00,0.00
question,WebQTest-1320_0fca6c57b860f8b3ab53d092652cb048,22,10.261,3592.96,0.00,0.00
question,WebQTest-1320_2492cfb926882a4bf9c580ba4f7c700a,996,18.815,4890.46,0.00,0.00
question,WebQTest-1320_7184f912d2d2be62d80145479b29c642,5,2.411,854.84,0.00,0.00
question,WebQTest-1320_c5498ca807d2e1ec30d4c8fdd41f0bf7,27,13.061,3290.57,0.00,0.00
question,WebQTest-1337_0b5041659b357b7246a23ac30d7f6b29,4,2.000,705.57,0.00,0.00
question,WebQTest-1337_5f339cc3a7979a71dd90298c8532b71b,17,7.743,2506.01,0.00,0.00
question,WebQTest-1337_75053cb108f036148b2e5631983f76a3,4,1.528,715.41,0.00,0.00
question,WebQTest-1337_a5443b45fd60bc5a46cdf273e2b79107,39,13.266,4194.25,0.00,0.00
question,WebQTest-1340_31035060faa30d7bd7bda3551c8cc58b,18,10.159,3305.85,0.00,0.00
question,WebQTest-1340_872253e47dd6ddaa213ff31eeda8783b,1606,55.065,15740.45,0.00,0.00
question,WebQTest-1340_8c6b952c6bd963f0ece4e401c9eb731a,37,18.972,5795.43,0.00,0.00
question,WebQTest-1348_046b26216c66e08d2b528b971292e4e6,105,36.683,11876.07,0.00,0.00
question,WebQTest-1348_2ef518b6a0dd4762e72424e5739a23e6,47,15.925,5639.80,0.00,0.00
question,WebQTest-1348_3bddf705b2a346fbdc2f00e9a02b84f3,38,15.070,3980.79,0.00,0.00
question,WebQTest-1348_3f44e0c4fd23a8334a972ebb812e0e35,451,39.891,12498.21,0.00,0.00
question,WebQTest-1348_426b5d500aec6111d69c3f6f9b16b3f3,32,12.860,4483.87,0.00,0.00
question,WebQTest-1348_589bf2e9a5eb102999faf52a27cb6483,61,28.811,9524.66,0.00,0.00
question,WebQTest-1348_5ad03d9a9f67e00b093c6da1ecde5619,1635,34.792,9599.33,0.00,0.00
question,WebQTest-1348_5ffc0cd6eeaac072e00525704c710951,59,33.564,10647.28,0.00,0.00
question,WebQTest-1348_67d901eb5314fe0563f6e2602b72f478,203,14.997,5245.52,0.00,0.00
question,WebQTest-1348_995227fc5dda25d790a913ba7ce06ae5,19,9.590,3414.02,0.00,0.00
question,WebQTest-1348_9cd662e0ee5c2ffbbbb0dc86053b1680,91,36.436,11902.50,0.00,0.00
question,WebQTest-1348_aaea2f2132c4959cb6212b418a40c985,27,11.960,4259.69,0.00,0.00
question,WebQTest-1348_b3739a5ca0b1d127fe46f94a14f4e470,24,11.943,3793.92,0.00,0.00
question,WebQTest-1348_b7598df908bf8cbe941f82e1cefaec28,25,15.077,4176.04,0.00,0.00
question,WebQTest-1348_bf04c3fc1743ef920e19a2ca3475cd9b,76,37.998,12244.37,0.00,0.00
question,WebQTest-1348_c0fe53f8950b9ae1ce9b57622bd27ece,21,9.218,3264.74,0.00,0.00
question,WebQTest-1348_c1da6561b1fb496c7b1eae3b08eafca8,50,26.271,7935.65,0.00,0.00
question,WebQTest-1348_c5fda963a318e2c3c33977d39d07dabb,23,8.872,3154.76,0.00,0.00
question,WebQTest-1348_d50300a04640da2d3013e859ecdc9257,108,27.712,8451.38,0.00,0.00
question,WebQTest-134_4b4d85a9238759037fd59117a07fa130,21,12.379,3113.79,0.00,0.00
question,WebQTest-134_d951075723a9fdb1505e6bfefa71831b,12,6.524,2085.30,0.00,0.00
question,WebQTest-1376_4ae3e22be9e096571209bb70c4aa6c14,26,11.072,4044.14,0.00,0.00
question,WebQTest-1376_6ccb0247e2b78057c0bd25b1539df404,19,10.049,3469.06,0.00,0.00
question,WebQTest-1376_97821c19501e4733cb11d7bdbd06bfef,35,19.751,5818.53,0.00,0.00
question,WebQTest-1376_b1915c7cd7f743656108611e5095c2e0,15,9.961,2275.01,0.00,0.00
question,WebQTest-1376_f46d89a2e7090339e748bcf7dbd14692,4,1.549,541.91,0.00,0.00
question,WebQTest-1379_08506b9394826268a5510b9780f75871,89,40.758,13586.95,0.00,0.00
question,WebQTest-1379_255da87c2560e4248091e82a1c0686c5,64,28.016,8750.25,0.00,0.00
question,WebQTest-1379_295e56c042fadb701e0904084e4698b4,534,20.024,6341.60,0.00,0.00
question,WebQTest-1379_5d4f60d21b1a51a0e4b7f4c661219b56,6,4.000,1268.76,0.00,0.00
question,WebQTest-1379_8aa8e6185dd17917c3c65844fdf14eba,11,5.853,1960.52,0.00,0.00
question,WebQTest-1379_8b1ff0551fb22f1d4e54d33d3656b8e8,30,15.094,4757.32,0.00,0.00
question,WebQTest-1379_8d8a89d2b3c70cf221c515e27f633b5b,33,18.324,5890.99,0.00,0.00
question,WebQTest-1379_b4c9a0bc787eec842ac8af4c5f68bb36,65,29.316,8953.79,0.00,0.00
question,WebQTest-1379_d3c1db6c0986d53e59f2f3cb476849b2,159,46.904,15611.50,0.00,0.00
question,WebQTest-1379_fabe39ef92b4822ff61ce7719accda87,191,43.267,13650.06,0.00,0.00
