scope,key,n_events,duration_s,gpu_j,cpu_j,dram_j
question,WebQTest-31,90,14.891,4351.31,0.00,0.00
question,WebQTest-32,5,3.079,943.50,0.00,0.00
question,WebQTest-33,18,10.385,3131.04,0.00,0.00
question,WebQTest-34,1124,40.565,11238.53,0.00,0.00
question,WebQTest-35,6,2.432,751.05,0.00,0.00
question,WebQTest-36,17,4.688,1444.94,0.00,0.00
question,WebQTest-37,4,2.252,732.74,0.00,0.00
question,WebQTest-38,19,9.619,2934.92,0.00,0.00
question,WebQTest-39,14,4.349,1341.88,0.00,0.00
question,WebQTest-41,77,19.248,5840.67,0.00,0.00
question,WebQTest-42,6,4.918,1533.53,0.00,0.00
question,WebQTest-43,15,7.798,2380.65,0.00,0.00
question,WebQTest-44,48,18.594,5879.87,0.00,0.00
question,WebQTest-45,160,55.789,17332.67,0.00,0.00
question,WebQTest-46,7,3.306,1046.97,0.00,0.00
question,WebQTest-47,6,2.330,758.32,0.00,0.00
question,WebQTest-48,12,3.581,1112.62,0.00,0.00
question,WebQTest-49,6,3.572,1128.29,0.00,0.00
question,WebQTest-51,12,3.492,1070.15,0.00,0.00
question,WebQTest-52,6,2.425,764.61,0.00,0.00
question,WebQTest-54,16,4.794,1502.43,0.00,0.00
question,WebQTest-55,95,39.287,11794.70,0.00,0.00
question,WebQTest-56,6,2.612,860.45,0.00,0.00
question,WebQTest-58,33,11.275,3533.65,0.00,0.00
question,WebQTest-59,5,2.976,925.15,0.00,0.00
question,WebQTest-6,7,3.583,1007.90,0.00,0.00
question,WebQTest-60,6,2.379,765.61,0.00,0.00
question,WebQTest-61,16,4.769,1528.97,0.00,0.00
question,WebQTest-62,17,7.230,2222.87,0.00,0.00
question,WebQTest-63,7,3.444,1115.13,0.00,0.00
question,WebQTest-64,19,8.513,2536.30,0.00,0.00
question,WebQTest-65,183,37.470,11566.76,0.00,0.00
question,WebQTest-66,6,2.643,882.64,0.00,0.00
question,WebQTest-67,7,3.487,1092.09,0.00,0.00
question,WebQTest-68,19,5.195,1608.27,0.00,0.00
question,WebQTest-69,6,2.318,741.71,0.00,0.00
question,WebQTest-7,13,6.494,1927.57,0.00,0.00
question,WebQTest-71,13,4.364,1355.26,0.00,0.00
question,WebQTest-72,7,4.870,1538.83,0.00,0.00
question,WebQTest-73,6,2.549,814.68,0.00,0.00
question,WebQTest-74,13,3.929,1235.13,0.00,0.00
question,WebQTest-75,6,2.361,742.87,0.00,0.00
question,WebQTest-76,6,7.017,2186.19,0.00,0.00
question,WebQTest-77,5,2.486,833.04,0.00,0.00
question,WebQTest-78,7,3.599,1135.56,0.00,0.00
question,WebQTest-79,13,5.759,1824.86,0.00,0.00
question,WebQTest-8,6,2.762,862.16,0.00,0.00
question,WebQTest-80,6,2.468,786.87,0.00,0.00
question,WebQTest-82,147,28.257,8152.15,0.00,0.00
question,WebQTest-83,7,3.524,1106.67,0.00,0.00
question,WebQTest-84,6,3.261,1073.82,0.00,0.00
question,WebQTest-85,55,10.703,3324.34,0.00,0.00
question,WebQTest-86,6,2.602,836.89,0.00,0.00
question,WebQTest-87,7,3.957,1284.30,0.00,0.00
question,WebQTest-88,7,3.505,1091.51,0.00,0.00
question,WebQTest-89,24,12.000,3686.00,0.00,0.00
question,WebQTest-9,13,3.903,1180.02,0.00,0.00
question,WebQTest-90,22,4.627,1417.18,0.00,0.00
question,WebQTest-91,7,3.268,1077.32,0.00,0.00
question,WebQTest-93,19,8.035,2600.73,0.00,0.00
question,WebQTest-94,6,2.328,718.82,0.00,0.00
question,WebQTest-95,8,4.589,1472.90,0.00,0.00
question,WebQTest-96,7,3.109,1000.13,0.00,0.00
question,WebQTest-97,146,26.541,8258.73,0.00,0.00
question,WebQTest-98,5,2.846,948.40,0.00,0.00
question,WebQTest-99,75,38.155,11916.15,0.00,0.00
